rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,beta.scale,rho,lambda,omega,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
copula,0.122458936278381,0.312917722919517,1.52200743815819,0.652461365785364,0.145069153443081,0.185578539115163,0.15524331581578,0.161963669458008,0.147047790933596,0.162238126306898,0.0949680814251898,0.138411698472793,,,,,,,5.69099999999889,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
treeSHAP,0.376396890707492,2.48504730876512,10.5408400968255,4.46742809876603,0.5285864910268,1.11515440824615,0.747098185633942,0.796946361635632,0.511680047109317,0.767679078594563,0.455098279837671,0.639669041605611,,,,,,,0.00600000000122236,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1237,iJKdx,2019-01-07T18:28:43.375190Z
empirical_sigma.01,0.111696375228232,0.216412783918854,0.335574919003602,0.221228026050229,0.154592421099443,0.177258524390703,0.119290977554989,0.150380641015045,0.230618037522013,0.20951999095237,0.218853498112393,0.220395725547749,0.1,0.1,0.1,0.1,0.1,0.1,2.88400000000001,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
empirical_AIC_each_k,0.100892766136767,0.194233611428912,0.428033642819382,0.241053340128354,0.131769174714512,0.168816193166619,0.110622587238673,0.137069318373268,0.173012662329526,0.203599863075081,0.190224635014127,0.190257144714054,0.17151970961809,0.17151970961809,0.17151970961809,0.132375995943298,0.132375995943298,0.132375995943298,1226.996,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
empirical_AIC_full,0.112087210421603,0.281762480141001,0.52011437224035,0.304654687600985,0.161605060556951,0.194140537202644,0.127929769507754,0.16122512242245,0.271161147854078,0.256877881514691,0.225374592760496,0.252477614078388,0.103708337753857,0.241899132104147,0.123261913696371,0.344256700772564,0.0892834964590347,0.155043636741207,1216.119,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
empirical_independence,0.305414669931686,2.48856711944339,4.99281572279196,2.59559917072235,0.434800582710572,1.07543920189857,0.903660956159722,0.804633580256288,0.454579858682379,0.962565660737478,0.800742202333517,0.813049606235303,Inf,Inf,Inf,Inf,Inf,Inf,2.91200000000026,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
Gaussian,0.104856256811175,0.530096602656606,0.644744173383429,0.42656567761707,0.114459199489641,0.137011227700488,0.0990101967804987,0.116826874656876,0.123457672044657,0.128196229335431,0.10506724845306,0.119947720965833,,,,,,,2.50500000000102,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
copula,0.0921775865618735,0.247933901876697,0.697449328130406,0.345853605522992,0.116695325163304,0.188874593302986,0.171854035292202,0.159141317919497,0.115163114237141,0.189728009194412,0.167416819399946,0.162918735927044,,,,,,,5.66799999999785,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
treeSHAP,0.364997692363148,2.94714591779894,4.76694383381114,2.69302914799108,0.529414118757978,1.21530145572784,0.888986555071843,0.877900709852554,0.501807546531297,1.07147961281548,0.779036750459491,0.862080186255108,,,,,,,0.00900000000183354,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1241,Ka3uz,2019-01-07T18:56:31.064122Z
empirical_sigma.01,0.0561982973669605,0.186635625986415,0.200459713526422,0.147764545626599,0.100374046599805,0.106111430601231,0.0677913525317599,0.0914256099109319,0.108085247592947,0.102076784957412,0.0625245464993659,0.0943302771733993,0.1,0.1,0.1,0.1,0.1,0.1,2.86000000000058,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
empirical_AIC_each_k,0.0652012226370104,0.2065984008545,0.211720095031407,0.161173239507639,0.132279280267988,0.134720286527046,0.0957189887158007,0.120906185170278,0.239504796791055,0.207838654572891,0.184430442752075,0.211842430056976,0.0928040050821319,0.0928040050821319,0.0928040050821319,0.0975248216904276,0.0975248216904276,0.0975248216904276,986.089,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
empirical_AIC_full,0.0717800252653938,0.146731133464109,0.471772247613624,0.230094468781043,0.109364269565966,0.152672781170289,0.11594363949253,0.125993563409595,0.146314704177297,0.202477092346183,0.117980595770797,0.160111225701618,0.0479459670016243,0.141795241104452,0.0658358223286394,0.278388162327705,0.0481228552714089,0.119465608629966,1450.652,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
empirical_independence,0.56475724426283,2.51524438874644,2.68182958934815,1.92061040745247,1.10018262767039,2.31141290911063,1.30511121753866,1.57223558477323,1.00699313718926,1.72091556178542,0.837268540753637,1.35261553337702,Inf,Inf,Inf,Inf,Inf,Inf,3.0370000000039,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
Gaussian,0.0584839063198722,0.097540361774091,0.327328179094407,0.161117482396123,0.0864980096688503,0.12034298629036,0.1614582922496,0.122766429402937,0.0743103190557251,0.0946226160902506,0.147658392135611,0.113817918782314,,,,,,,2.54699999999866,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
copula,0.0775222268383355,0.204143239792637,0.405455520081607,0.229040328904193,0.112991057108709,0.17626329853884,0.134176592768585,0.141143649472045,0.106493582291084,0.146195094694158,0.11025699065467,0.124702034067628,,,,,,,5.78199999999924,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
treeSHAP,0.665137134633483,2.7643288448412,2.64907839335686,2.02618145761051,1.27507782969313,2.54535768546508,1.34512425504077,1.72185325673299,1.0365530063545,1.75553777643477,0.867028678991001,1.40218479538617,,,,,,,0.00499999999738066,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1237,LDDR9,2019-01-07T19:12:26.017565Z
empirical_sigma.01,0.0723622750776761,0.165697930599706,1.57986958306672,0.605976596248033,0.126659673384462,0.175078169801795,0.130933776250977,0.144223873145745,0.183789506631774,0.240977352549652,0.136196500407885,0.192441875675067,0.1,0.1,0.1,0.1,0.1,0.1,2.82600000000093,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
empirical_AIC_each_k,0.0883439928627103,0.190574640821642,1.57074826677989,0.616555633488079,0.184402852465459,0.23630113818792,0.179242620214467,0.199982203622615,0.281844534598094,0.415542978656556,0.295659148255143,0.336280702664384,0.0937960343879613,0.0937960343879613,0.0937960343879613,0.0948109820643497,0.0948109820643497,0.0948109820643497,1050.024,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
empirical_AIC_full,0.0699865021258883,0.129022613666991,1.41796249056595,0.538990535452943,0.133320592386587,0.205951358873307,0.165047827069954,0.168106592776616,0.219762702873557,0.388817514710592,0.213743195582027,0.286462041459551,0.0514376261475661,0.137072905240525,0.0684802846831377,0.463810237387317,0.0622214682101982,0.108045688801198,1321.033,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
empirical_independence,0.546232106661873,2.72356782153639,7.78974751834639,3.68651581551488,1.22821896233692,2.7491265784969,1.69155607850327,1.88963387311236,1.10004760881147,2.54268646081405,1.61126962827542,1.95126797916147,Inf,Inf,Inf,Inf,Inf,Inf,2.89300000000003,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
Gaussian,0.0553344558129163,0.100889413176316,1.20885241323079,0.455025427406674,0.0860130607787256,0.104629935437827,0.121078259452698,0.103907085223083,0.0729746639707229,0.0878960765429295,0.135690914829627,0.103069907772881,,,,,,,2.64800000000105,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
copula,0.0492597062692695,0.152950595555012,1.05344668220817,0.418552328010818,0.10039199112517,0.17718425704452,0.155954829530571,0.14451035923342,0.164439402360817,0.21674796120674,0.212782923961375,0.201373704317745,,,,,,,5.6720000000023,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
treeSHAP,0.665691680640278,2.9317300915276,7.73032669269288,3.77591615495359,1.42673891098767,2.94139459950253,1.68083625382241,2.01632325477087,1.14598343364838,2.6201485100355,1.53173901630155,1.98112768733093,,,,,,,0.00599999999758438,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,5,0.5,1,0.5,0.1,2000,100,1,1000,1241,v1xLw,2019-01-07T19:37:54.362314Z
empirical_sigma.01,0.0915995132252317,0.129965047499866,0.250919376507891,0.15749464574433,0.154485007033422,0.233616243499713,0.153740806867317,0.180614019133484,0.109631261479679,0.206101669894994,0.17403599112223,0.171703752665346,0.1,0.1,0.1,0.1,0.1,0.1,2.86899999999878,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
empirical_AIC_each_k,0.0899491727057263,0.0871280033287002,0.267833526512947,0.148303567515791,0.162447674909949,0.180048877621535,0.174559729817068,0.172352094116184,0.237241298477986,0.193560454704378,0.236700903234888,0.222813304697692,0.0449782928365581,0.0449782928365581,0.0449782928365581,0.0676962276238691,0.0676962276238691,0.0676962276238691,1234.144,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
empirical_AIC_full,0.0885674484844799,0.12426715036079,0.236197244770164,0.149677281205145,0.156378754039674,0.152565646643319,0.194309854533422,0.167751418405471,0.199679105922718,0.139563049885943,0.207432685487633,0.185078330917692,0.025822797749662,0.0987110311382887,0.0131063592661957,0.158250687044217,0.0531729565398739,0.0682392943724087,1374.501,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
empirical_independence,0.874054700902246,2.56875422062591,1.18559084073027,1.54279992075281,2.40673949631232,4.48983011769588,2.15141365091175,3.01599442163998,1.86169087761057,3.17378868096035,1.36624880538848,2.49026813591543,Inf,Inf,Inf,Inf,Inf,Inf,2.87799999999697,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
Gaussian,0.0340048688131816,0.0399776547875328,0.0820623662714921,0.0520149632907355,0.0738834370049782,0.093372385811545,0.115453046572432,0.0942362897963185,0.0784210937763233,0.107881800007717,0.1102691905134,0.101020386634864,,,,,,,2.69400000000314,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
copula,0.0542162485795995,0.0870526125009954,0.117048240640338,0.0861057005736443,0.0839907614321118,0.123944172212722,0.0908781340770061,0.0996043559072798,0.0715149184245946,0.102589205756921,0.0723950997421618,0.0849621936536582,,,,,,,5.62999999999738,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
treeSHAP,0.821132127297958,2.55573662179197,1.10357577903805,1.49348150937599,2.48217280829056,4.45498703479083,2.03674791359898,2.99130258556013,1.86239579320475,3.08567555945538,1.27481992806461,2.43865791401618,,,,,,,0.00499999999738066,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1237,X95vc,2019-01-07T19:53:41.004892Z
empirical_sigma.01,0.0667633682717714,0.765439838690683,0.270719206463564,0.36764080447534,0.156320675619627,0.222522486989382,0.193476979280226,0.190773380629745,0.17045542665998,0.197617510369411,0.225294321064047,0.200233071075204,0.1,0.1,0.1,0.1,0.1,0.1,2.88999999999942,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
empirical_AIC_each_k,0.0884742237579325,0.756202224352981,0.229392239013271,0.358022895708061,0.207121065646693,0.254118879136007,0.277730619675729,0.246323521486143,0.331951056853618,0.36453237273913,0.482483144214805,0.398026356642361,0.0328650802091425,0.0328650802091425,0.0328650802091425,0.060304594888902,0.060304594888902,0.060304594888902,1394.33,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
empirical_AIC_full,0.102726056103004,0.804301464558858,0.243503842891416,0.383510454517759,0.200870335148091,0.262092449640807,0.315363132277759,0.259441972355552,0.286686200458204,0.378765574923587,0.460636310662529,0.383621453836903,0.0703300516987024,0.0698723662975465,0.00836198954699322,0.137019898265986,0.0462354486616969,0.0584173451477948,1247.078,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
empirical_independence,0.875169120572205,7.20114235958321,1.37025228404179,3.14885458806573,2.89526030251062,5.50552483069969,2.7277445430201,3.70950989207681,2.59277790086945,5.28490305618284,2.70662425253464,3.93981742999928,Inf,Inf,Inf,Inf,Inf,Inf,2.92799999999988,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
Gaussian,0.0430491442996553,0.392306501311214,0.0942983370194982,0.176551327543456,0.095987402032925,0.0838304623101471,0.111411072949973,0.0970763124310149,0.0908459309931397,0.0765509075650148,0.121669274649871,0.0984994376858987,,,,,,,2.6730000000025,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
copula,0.0425578002663727,0.302522862552651,0.0980161411210054,0.147698934646676,0.101497158321554,0.145996802512101,0.0941466089547079,0.113880189929454,0.196799200859631,0.227859544522016,0.104855287141041,0.184882059428487,,,,,,,5.6439999999966,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
treeSHAP,0.85887530949206,8.26693245386406,1.57257110579418,3.56612628971677,3.00599933330326,5.77545933786356,2.87415487553999,3.88520451556893,2.66610631091417,5.53359945814065,2.88472780430516,4.12830517210734,,,,,,,0.00600000000122236,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,10,0.5,1,0.5,0.1,2000,100,1,1000,1241,9hqOq,2019-01-07T20:18:03.706677Z
empirical_sigma.01,0.0956997088979455,0.173571942488304,1.17994218011356,0.483071277166605,0.124385214860172,0.139621423215206,0.139648421450448,0.134551686508609,0.239706741282342,0.273878277161714,0.443106053145664,0.330034216765758,0.1,0.1,0.1,0.1,0.1,0.1,3.09999999999855,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
empirical_AIC_each_k,0.0650895653154796,0.121551279805232,1.02470613357311,0.403782326231274,0.0879492388119839,0.11039655786324,0.121385019014552,0.106576938563259,0.193654525890444,0.225775915268396,0.376537734174794,0.27646586480384,0.190592098336999,0.190592098336999,0.190592098336999,0.153861052878485,0.153861052878485,0.153861052878485,1090.883,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
empirical_AIC_full,0.0820234536793446,0.162080824769969,0.715599103138116,0.31990112719581,0.111141542050496,0.134582416807251,0.130902708900027,0.125542222585924,0.20941316290493,0.236545040767543,0.376426539520872,0.282965167150034,0.131797786080013,0.238746769876402,0.182529712203259,0.503722804232831,0.096027468231277,0.188536199676137,1017.145,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
empirical_independence,0.264489940079377,0.891759135369569,3.06259951306613,1.40628286283836,0.357710909557772,0.589245464745789,0.628800250335444,0.525252208213002,0.307525534720359,0.554398034622724,0.485310063229361,0.474770799659795,Inf,Inf,Inf,Inf,Inf,Inf,2.97000000000116,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
Gaussian,0.0810052423323774,0.232681169551937,0.223644371428339,0.179110261104218,0.098072112500077,0.151059576616801,0.132500396568649,0.127210695228509,0.125872754428801,0.141768720445674,0.114503487175513,0.129326325447881,,,,,,,2.74900000000343,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
copula,0.0939452952002159,0.182841476402157,0.550965531360108,0.275917434320827,0.106712099816341,0.131622209880588,0.146271760184688,0.128202023293872,0.0883106326488775,0.11743395486904,0.123391395888887,0.111611513700063,,,,,,,5.61699999999837,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
treeSHAP,0.280124569283579,1.07863956002575,2.88305574693568,1.41393995874834,0.375596032296132,0.656676526640346,0.6258931968252,0.552721918587226,0.278380077868287,0.609888123428819,0.483420372546113,0.492029066581816,,,,,,,0.00899999999819556,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1238,Verlm,2019-01-07T20:37:48.141333Z
empirical_sigma.01,0.0803704722019177,2.08916038443736,0.362997235800883,0.844176030813386,0.127231366234566,0.134075990250781,0.0979823808631676,0.119763245782838,0.207249508456109,0.228104769193526,0.146388068234253,0.196953815656007,0.1,0.1,0.1,0.1,0.1,0.1,2.97299999999814,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
empirical_AIC_each_k,0.059234296357453,0.411889041900511,0.276246840703708,0.249123392987224,0.0975333143328868,0.11245360818004,0.0971619964216332,0.102382972978187,0.174442414633853,0.197545947002502,0.129890248604547,0.169215155656651,0.158388052492712,0.158388052492712,0.158388052492712,0.166609434586123,0.166609434586123,0.166609434586123,1438.124,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
empirical_AIC_full,0.0773080033335912,2.93188273834897,0.322765958284037,1.1106522333222,0.122335080736713,0.134376953599715,0.0964581006529033,0.117723378329777,0.199724023067314,0.218643241518914,0.151261323738777,0.191996739546262,0.113113993099823,0.24808026189278,0.105707773183838,0.215111845239067,0.106372467436396,0.202580780737605,1225.587,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
empirical_independence,0.290608970409357,16.6130475793439,2.40852231520717,6.43739295498681,0.429481613784948,0.644161057249324,0.603845958830507,0.559162876621593,0.389282674937992,0.678468908589986,0.417835916980304,0.5187526632985,Inf,Inf,Inf,Inf,Inf,Inf,2.85300000000279,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
Gaussian,0.0764394923426709,0.605188001979687,0.281377917309279,0.321001803877212,0.0959749991718108,0.122481224155419,0.108627775800837,0.109027999709356,0.078459760162185,0.092802710172273,0.0820608615500247,0.0850708333796029,,,,,,,2.60799999999654,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
copula,0.114699965439975,0.425055194269227,0.311791466131368,0.28384887528019,0.139937780942305,0.189734656857749,0.134352529534045,0.154674989111366,0.121303306156304,0.174908522626872,0.110465173431427,0.140227127639061,,,,,,,5.58400000000256,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
treeSHAP,0.307902487770204,19.8775598650185,2.58273228842521,7.58939821373798,0.4426585474426,0.795517722130426,0.647730278496728,0.628635516023251,0.416305303703839,0.743356066171499,0.442205500347359,0.571046514672461,,,,,,,0.00499999999738066,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,1,0.5,1,0.5,0.1,2000,100,1,1000,1242,EdEY7,2019-01-07T21:02:43.654250Z
empirical_sigma.01,0.0795874281152458,0.220857137625536,0.454914564007354,0.251786376582712,0.0935367534830081,0.121275544053368,0.0980717297892379,0.104294675775205,0.112078462630057,0.116086843122935,0.089330507653863,0.106824501467869,0.1,0.1,0.1,0.1,0.1,0.1,2.9600000000064,PiecewiseConstant,XGBoost,GenHyp,"All var equal contribution. Increasing beat.scale, while adjusting mu for constant mean, but increasing variance and skewness.",3,TRUE,2,0.5,1,0.5,0.1,2000,100,1,1000,1238,aBZHp,2019-01-07T21:13:36.476524Z
